id,tweet_text,emoji,singers
829234774640312320,"sap apprezz bell nuovo,m lodov comell spacc ",,[],comello
829234831833890817,lodov comell ciel ottim ball pop vent simpat ari fresc ,,[],comello
829235157102161921,madonn reg pazzerell clementin ,,[],clementino
829235259455709184,ved l'or ved staser palc raccomando:god l'esibizion faccel god ,,['__EMOT_POS'],bravi
829235591665549312,clementin bisogn spieg sottil differt canzon denunc denunc ,,[],clementino
829235847551647748,bellissim duett ,,['__EMOT_POS'],meta
829235847551647748,bellissim duett ,,['__EMOT_POS'],mannoia
829236048882442240,vint amo delus tif ,,['__EMOT_POS'],meta
829236104423415808,bell anzi bellissim compl ,,['__EMOT_POS'],meta
829236141954101248,ok..pass ludov comell clementin ron festival ,,[],comello
829236141954101248,ok..pass ludov comell clementin ron festival ,,[],clementino
829236195842543619,applaus l'interv esclus dall'ariston ,,[],bernabei
829236242118230016,miglior ser dubb voc pazzesc canzon stup ,,['__EMOT_POS'],elodie
829236992328228864,televot chius ,,[],comello
829237185438158848,lodov comell pezz funzion ,,[],comello
829237322206031872,chied giusy ferrer spruzz svitol cord vocal cant ,,[],ferreri
829237884234375169,elod fiorell regin ser cia ,,[],elodie
829238163222708225,ciel direzion teatr ariston ,,['__EMOT_NEUT'],comello
829238340155219970,ser andat grande ,,[],bernabei
829238655751507970,pur eleg gran bell canzon ,,[],mannoia
829238783430316032,benedett fiorell mannoi ,,['__EMOT_NEUT'],mannoia
829238901831323649,cazz bell ,,[],meta
829238934433574915,paol cortelles insegn lodov comell cant pur cantant ,,[],comello
829239008404336640,vol rived l'esibizion palc onlin ,,['__EMOT_POS'],meta
829239113253523456,aiutatem cap cant ,,[],mannoia
829239314496253953,ditec l'esibizion https ,,[],comello
829239950742786050,ron l'ha pres l'ultim ,,[],ron
829240105529438209,stan critic stor straordinar ,,[],bernabei
829240284424847361,classif ser elod samuel mannoi bernabe ban ,,[],elodie
829240284424847361,classif ser elod samuel mannoi bernabe ban ,,[],samuel
829240284424847361,classif ser elod samuel mannoi bernabe ban ,,[],mannoia
829240284424847361,classif ser elod samuel mannoi bernabe ban ,,[],bernabei
829240607298224128,occhi croc canzon staser vinc ,,[],mannoia
829240768879542272,sabb bell voc canzon ,,[],mannoia
829241006570737664,aritz tif ,,[],paba
829241242210938881,buongiorn dispon ,,[],comello
829241254345134084,buongiorn dispon ,,[],comello
829241279586373633,giusy ferrer ron clementin risc elimin ,,[],ron
829241279586373633,giusy ferrer ron clementin risc elimin ,,[],clementino
829241351648731136,buongiorn dispon ,,[],comello
829241363908681728,buongiorn dispon ,,[],comello
829241385417056257,buongiorn dispon ,,[],comello
829241457680773120,buongiorn dispon ,,[],comello
829241528275128320,buongiorn dispon ,,[],comello
829241707543797762,buongiorn dispon ,,[],comello
829241738170658816,etern pass stor immens ,,['__EMOT_POS'],mannoia
829242027300749313,ditec l'esibizion https ,,[],comello
829242104824086528,poss chied subson lasc samuel ,,[],samuel
829242138881822722,l'abb fatt ,,['__EMOT_POS'],comello
829242243710058496,buongiorn dispon ,,[],comello
829242280905175042,staser iniz sanrem bocc lup cuor ,,['__EMOT_POS'],d'alessio
829242313008414721,benedett fiorell mannoi ,,['__EMOT_NEUT'],mannoia
829242639329406979,applaus standing ovation c'e ,,[],elodie
829242766626521090,clementin arriv canzon denunc disturb qui pubblic ,,[],clementino
829243048374706176,vol riascolt pot farl ,,[],moro
829243178763038722,fabriz mor ermal met canzon miglior ,,['__EMOT_POS'],moro
829243573266743297,amor bell ,,[],comello
829243628002353154,rest accompagn ,,['__EMOT_POS'],bernabei
829243720063209473,portam moment invadent ,,[],moro
829243759762219008,pass fabriz mor bell ,,[],moro
829243795262824450,classif fiorell mannoi elod lodov comell fabriz mor ,,[],mannoia
829243795262824450,classif fiorell mannoi elod lodov comell fabriz mor ,,[],elodie
829243795262824450,classif fiorell mannoi elod lodov comell fabriz mor ,,[],comello
829243795262824450,classif fiorell mannoi elod lodov comell fabriz mor ,,[],moro
829243900216868869,salv ,,[],elodie
829243900216868869,salv ,,[],bernabei
829243900216868869,salv ,,[],samuel
829243900216868869,salv ,,[],meta
829243900216868869,salv ,,[],comello
829243900216868869,salv ,,[],moro
829243961927749633,fabriz mor prend scegl ama port ,,[],moro
829244502619598848,pens l'esibizion ,,[],elodie
829244579018895360,second ser ,,[],mannoia
829244827338432512,portam moment invadent ,,[],moro
829245253811130370,vide ufficial dirett tomas goldschmidt onlin ,,['__EMOT_POS'],comello
829245265387339776,buongiorn dispon ,,[],comello
829245293950533632,voc test inconfond ,,['__EMOT_POS'],meta
829245328561954816,classif fiorell mannoi fiorell mannoi fiorell mannoi scorr ,,[],bravi
829245328561954816,classif fiorell mannoi fiorell mannoi fiorell mannoi scorr ,,[],mannoia
829245393292623873,vide ufficial dirett tomas goldschmidt onlin ,,['__EMOT_POS'],comello
829245423806185472,vide ufficial dirett tomas goldschmidt onlin ,,['__EMOT_POS'],comello
829245483654737923,vide ufficial dirett tomas goldschmidt onlin ,,['__EMOT_POS'],comello
829245737233956864,person chiam l'esibizion dirett ,,[],elodie
829246048149336064,rived l'esibizion ermal met ser lacrim veng sol ,,[],meta
829246159772327945,vide ufficial dirett tomas goldschmidt onlin ,,['__EMOT_POS'],comello
829246405675978754,portam fabriz ,,[],moro
829246439280754688,ermal met applaud sal stamp ,,[],meta
829246852511956993,pur eleg gran bell canzon ,,[],mannoia
829246967654019074,canzon stup vide paur delud ,,[],moro
829247058381041665,prender mag ,,[],comello
829247294499328001,entrar codic ,,[],bernabei
829247456835751938,fabriz port vuo scegl met ,,[],moro
829247494953500673,ser vinc ,,['__EMOT_POS'],d'alessio
829247700860289024,bocc lup staser success ved l'o ,,[],d'alessio
829248036131962881,divers miglior benedett davver bel test magnif fiorell mannoi ,,[],mannoia
829248474369646597,palc ,,[],bernabei
829248493881524225,classif final fiorell mannoi fiorell mannoi fiorell mannoi ,,[],mannoia
829248549980352512,andat travers cib l'abb fatt ringraz support vogl ,,[],bernabei
829248761339719680,classif fiorell mannoi fiorell mannoi fiorell mannoi scorr ,,[],bravi
829248761339719680,classif fiorell mannoi fiorell mannoi fiorell mannoi scorr ,,[],mannoia
829248982081732611,andat travers cib l'abb fatt ringraz support vogl ,,[],bernabei
829249021688549376,vol cre whatsapp fan lod scrivim interess ,,['__EMOT_POS'],comello
829249147148582912,vorre coragg clementin cant present ,,[],clementino
829249532294733825,vide ufficial dirett tomas goldschmidt onlin ,,['__EMOT_POS'],comello
829249565383606272,buongiorn dispon ,,[],comello
829249676692058112,ser tif bocc lup fantast present ,,[],comello
829249793109131264,vide ufficial dirett tomas goldschmidt onlin ,,['__EMOT_POS'],comello
829249957051957251,staser karaok gig d'aless ,,['__EMOT_POS'],d'alessio
829249986143612928,fier ,,[],bravi
829250115848269824,spacc staser ,,[],bravi
829250115848269824,spacc staser ,,[],sylvestre
829250326767292416,rived l'esibizion davver cap sapp cant ,,[],comello
829250383470006272,piant staser sent ,,[],bravi
829250505692037121,buongiorn dispon ,,[],comello
829250534943113216,ditec l'esibizion https ,,[],comello
829250669903233032,l'univers inter applaud festival ,,[],bernabei
829250785598922756,dabb merit trov vide pagin ,,[],d'alessio
829250887201718272,vide ufficial dirett tomas goldschmidt onlin ,,['__EMOT_POS'],comello
829251153825243137,vide ufficial dirett tomas goldschmidt onlin ,,['__EMOT_POS'],comello
829251231612882948,vide ufficial dirett tomas goldschmidt onlin ,,['__EMOT_POS'],comello
829251440979935232,riascolt canzon pod ,,[],mannoia
829251800700174337,andat travers cib l'abb fatt ringraz support vogl ,,[],bernabei
829251969525088259,clementin scus spicciol ,,[],clementino
829252014429310976,ser sanrem apprezz voc ,,[],elodie
829252230561816576,big miglior ser ,,['__EMOT_POS'],meta
829252230561816576,big miglior ser ,,['__EMOT_POS'],mannoia
829252359935115264,canzon mor mannoi par ,,['__EMOT_POS'],moro
829252359935115264,canzon mor mannoi par ,,['__EMOT_POS'],mannoia
829252435604549632,ascolt pod elod mannoi mor ,,[],elodie
829252435604549632,ascolt pod elod mannoi mor ,,[],mannoia
829252435604549632,ascolt pod elod mannoi mor ,,[],moro
829252528856506368,aspett mang palc mot ,,[],masini
829252594707156992,vide ufficial dirett tomas goldschmidt onlin ,,['__EMOT_POS'],comello
829252639389052928,pres ciuff aerodinam https ,,['__EMOT_POS'],bernabei
829252669663502336,"fabriz moro,elodie,fiorell mannoi ermal met miglior ser pezz meravigl ",,[],mannoia
829252669663502336,"fabriz moro,elodie,fiorell mannoi ermal met miglior ser pezz meravigl ",,[],meta
829252738424913924,par esibizion illumin lum https://t ,,[],meta
829253186393346048,vide ufficial dirett tomas goldschmidt onlin ,,['__EMOT_POS'],comello
829253340244668416,buongiorn dispon ,,[],comello
829253475515133952,incredibil ,,[],elodie
829253639776694273,twitter stamattin fabriz mor ,,[],moro
829253654351847424,televot chius ,,[],comello
829253664615301121,resocont ser mor mannoi elod ,,[],moro
829253664615301121,resocont ser mor mannoi elod ,,[],mannoia
829253664615301121,resocont ser mor mannoi elod ,,[],elodie
829253676439052290,iniz ufficial poss dimostr giust ,,[],bravi
829253689223307265,iniz ufficial poss dimostr giust ,,[],bravi
829253709964124163,iniz ufficial poss dimostr giust ,,[],bravi
829253736669274113,iniz ufficial poss dimostr giust ,,[],bravi
829253755346501632,riassunt ser mannoi super ver canzon l'inton ,,['__EMOT_POS'],mannoia
829253799483158528,iniz ufficial poss dimostr giust ,,[],bravi
829253821255839744,spacc cul michele ,,['__EMOT_POS'],bravi
829253845431832579,iniz ufficial poss dimostr giust ,,[],bravi
829253870303985664,iniz ufficial poss dimostr giust ,,[],bravi
829253900129689600,iniz ufficial poss dimostr giust ,,[],bravi
829253920472047616,iniz ufficial poss dimostr giust ,,[],bravi
829254068925321216,"parol arriv dritt cuore,interpret super sbagl mai.x vint ",,[],mannoia
829254170817490945,pens parl dic aless bernabe decid barist appogg ,,[],bernabei
829254220306079745,codic votatem fiss numer sms numer ,,[],bernabei
829254264404992000,iniz ufficial poss dimostr giust ,,[],bravi
829254297498091522,iniz ufficial poss dimostr giust ,,[],bravi
829254316116553729,canticc canzon ermal met fiorell mannoi ,,[],meta
829254403408424962,iniz ufficial poss dimostr giust ,,[],bravi
829254437893963780,iniz ufficial poss dimostr giust ,,[],bravi
829254468361388033,sorrid distrutt pazz ammett vide ,,[],elodie
829254484144566273,iniz ufficial poss dimostr giust ,,[],bravi
829254686456872963,daj cazz daj porc ,,[],bravi
829254736142548993,bran ,,[],meta
829254845987225601,iniz ufficial poss dimostr giust ,,[],bravi
829255038916755457,poss iniz ,,[],bravi
829255128964296705,buongiorn dispon ,,[],comello
829255495844298755,iniz ufficial poss dimostr giust ,,[],bravi
829255600034942976,buongiorn dispon ,,[],comello
829255630615674881,vide ufficial dirett tomas goldschmidt onlin ,,['__EMOT_POS'],comello
829255654137274368,televot chius ,,[],comello
829255723938959361,ron parent fruttiv ron anton ,,[],ron
829255821104136192,classif ser elod samuel mannoi bernabe ban ,,[],elodie
829255821104136192,classif ser elod samuel mannoi bernabe ban ,,[],samuel
829255821104136192,classif ser elod samuel mannoi bernabe ban ,,[],mannoia
829255821104136192,classif ser elod samuel mannoi bernabe ban ,,[],bernabei
829255963462995969,staser esibir palc bran ,,[],sylvestre
829256046690627585,pens l'esibizion ,,[],elodie
829256162260422657,convint staser canzon pens michel arriv ,,[],bravi
829256361162715137,piac distribuir deg classif point ,,['__EMOT_POS'],ron
829256361162715137,piac distribuir deg classif point ,,['__EMOT_POS'],mannoia
829256473628770306,iniz ufficial poss dimostr giust ,,[],bravi
829256761496436736,rest attend doman ,,[],d'alessio
829257002748620803,ascolt bran ,,[],moro
829257039205523461,codic votatem fiss numer sms numer ,,[],bernabei
829257075423313924,buongiorn dispon ,,[],comello
829257121342619652,buongiorn dispon ,,[],comello
829257186584952832,iniz ufficial poss dimostr giust ,,[],bravi
829257267644137472,arriv l'attes ,,['__EMOT_POS'],d'alessio
829257332496429057,buongiorn dispon ,,[],comello
829257570296664064,pens l'esibizion ,,[],elodie
829257933007499266,iniz ufficial poss dimostr giust ,,[],bravi
829257962833244163,iniz ufficial poss dimostr giust ,,[],bravi
829258049420419072,staser aspett dev mental lov ,,['__EMOT_POS'],bravi
829258135437180928,scandal ved bernabe verd dop cant merd ,,[],bernabei
829258290240638983,vide ufficial dirett tomas goldschmidt onlin ,,['__EMOT_POS'],comello
829258702800769025,incontr fan mil palerm ,,[],masini
829258716297981952,ball fat ascolt dell'est ,,['__EMOT_POS'],meta
829258851677503489,iniz ufficial poss dimostr giust ,,[],bravi
829258881046048768,classif ser elod samuel mannoi bernabe ban ,,[],elodie
829258881046048768,classif ser elod samuel mannoi bernabe ban ,,[],samuel
829258881046048768,classif ser elod samuel mannoi bernabe ban ,,[],mannoia
829258881046048768,classif ser elod samuel mannoi bernabe ban ,,[],bernabei
829258943251746818,cant ron c'e mar andar bagn ,,[],ron
829259451240701955,incontr fan mil palerm ,,[],masini
829259498657288198,iniz ufficial poss dimostr giust ,,[],bravi
829259581213769728,iniz ufficial poss dimostr giust ,,[],bravi
829259652454047745,iniz ufficial poss dimostr giust ,,[],bravi
829259878237618176,eccoc piac rossett vann mod ,,[],ferreri
829259996873555970,vide ufficial dirett tomas goldschmidt onlin ,,['__EMOT_POS'],comello
829260188041543680,staser ,,[],zarrillo
829260295340249090,buongiorn dispon ,,[],comello
829260564652253184,iniz ufficial poss dimostr giust ,,[],bravi
829260595077795841,don commuov ascolt music poet ,,['__EMOT_POS'],moro
829260711369048064,sapp fier qualsias risult vincitr ,,['__EMOT_POS'],comello
829260845968392192,top nient'altr ,,[],mannoia
829260845968392192,top nient'altr ,,[],moro
829261221346103297,iniz ufficial poss dimostr giust ,,[],bravi
829261312727343104,classif final fiorell mannoi fiorell mannoi fiorell mannoi ,,[],mannoia
829261493661220865,vide ufficial dirett tomas goldschmidt onlin ,,['__EMOT_POS'],comello
829261552750575617,rived l'esibizion ,,[],bernabei
829261709642711041,moll rest sorrid support ,,"['__EMOT_POS', '__EMOT_NEUT']",clementino
829261745667633153,"dic canzon granc mannoia,moro,clem samuel elodie. aspett staser ",,[],gabbani
829261745667633153,"dic canzon granc mannoia,moro,clem samuel elodie. aspett staser ",,[],samuel
829261774104969216,talent pur amor pur orgogl amo ,,[],comello
829261851154325504,arriv ,,['__EMOT_POS'],d'alessio
829261901917986817,iniz ufficial poss dimostr giust ,,[],bravi
829261969366642692,mamm super fan amo mor donn ,,[],mannoia
829262059762221056,ban zarrill gig d'aless coachell ,,[],zarrillo
829262189873754113,raccont microfon ,,[],meta
829262240385789956,chiest spiegazion invit ,,[],chiara
829262312263516161,dicc ron hahahah ,,['__EMOT_POS'],ron
829262476462141440,car canzon messagg import pass ,,[],meta
829262570917920774,vide ufficial dirett tomas goldschmidt onlin ,,['__EMOT_POS'],comello
829262605197930496,l'ascolt vincitor ascolt canzon ser ,,['__EMOT_POS'],meta
829262680343056385,piac lodov comell guard arriv impegno/talent ,,[],comello
829262754506764288,orgogl ,,['__EMOT_POS'],meta
829262795334098944,pot iniz ,,[],bravi
829262941128183811,incontr fan mil palerm ,,[],masini
829263225766236160,bran sanrem acquist itunes proud you ,,['__EMOT_POS'],elodie
829263388631060480,zarrill masin ser tip calendar may saturn pest merd ,,[],zarrillo
829263388631060480,zarrill masin ser tip calendar may saturn pest merd ,,[],masini
829263455848976384,l'univers inter applaud festival ,,[],bernabei
829263688473403393,paol cortelles anton albanes cant comell bernabe mess ,,[],comello
829263688473403393,paol cortelles anton albanes cant comell bernabe mess ,,[],bernabei
829263986977886210,applaus l'interv esclus dall'ariston ,,[],bernabei
829264090300293120,camb stell prov riusc ricord l'amor colp ,,[],meta
829264116258893826,lodov comell stup ,,[],comello
829264238304776192,potr farm ovunqu portam poes ,,[],moro
829264659043799040,messagg ,,[],meta
829264868339490816,buongiorn dispon ,,[],comello
829264902808281088,gar onlin vide ,,[],moro
829264954100477952,divin chic fiorell ,,[],mannoia
829265004822134785,gett vogl ringraz mamm pap ,,[],comello
829265103837155330,gar onlin vide ,,[],moro
829265258099462145,tif voc ador ,,['__EMOT_POS'],elodie
829265353834377224,vide ufficial dirett tomas goldschmidt onlin ,,['__EMOT_POS'],comello
829265549456719872,jeans giacchett magliett ,,[],samuel
829265852751081474,iniz ufficial poss dimostr giust ,,[],bravi
829265914495397893,vol sap bran stamattin ascolt rad eccol ,,[],meta
829265914495397893,vol sap bran stamattin ascolt rad eccol ,,[],ferreri
829266127134011392,vide rived l'esibizion ,,[],elodie
829266414091587586,cant applaus sorris ,,[],bernabei
829266457414483972,staser amor ,,[],bravi
829266492831256576,ser fabriz mor fiorell mannoi ermal met poes prefer ,,[],mannoia
829266903617126400,staser c'e l'interv ,,[],chiara
829266990263070722,gett vogl ringraz mamm pap ,,[],comello
829267170890772480,min bov present elod mar croceross ,,[],elodie
829267239102775298,vabb bernabe mannoi tip mar uscir dall'acqu adrian lim ,,[],bernabei
829267239102775298,vabb bernabe mannoi tip mar uscir dall'acqu adrian lim ,,[],mannoia
829267287647600641,air e.anselm elod larg giovan ,,[],elodie
829267327740940289,canzon dispiac ,,[],clementino
829267366894772224,vide ragazz dic l'ho mess ,,[],clementino
829267528006397954,codic votatem fiss numer sms numer ,,[],bernabei
829267812824776706,guard canzon mannoi l'ha scritt salvator mine compagn scuol ,,[],mannoia
829267848149213184,prender mag ,,[],comello
829267887177207809,vide ufficial dirett tomas goldschmidt onlin ,,['__EMOT_POS'],comello
829267914436009986,sorpr ,,['__EMOT_POS'],meta
829268073618296832,classif final fiorell mannoi fiorell mannoi fiorell mannoi ,,[],mannoia
829268325310070784,dic bran entrer test facil ,,[],bernabei
829268505153437696,iniz ufficial poss dimostr giust ,,[],bravi
829268728227516419,buongiorn dispon ,,[],comello
829268756534874112,vedrem staser scend altrett big ten d'occ zarrill masin turc ,,[],masini
829268756534874112,vedrem staser scend altrett big ten d'occ zarrill masin turc ,,[],turci
829268855528816640,clementin bisogn spieg sottil differt canzon denunc denunc ,,[],clementino
829268948944293889,piant ser l'emozion fenomenal fier ,,[],comello
829269202242506755,post giudiz giornal ser vot oscill ,,[],ferreri
829269447710035968,sergion brav ispir fiduc boh ved ,,[],bravi
829269606271447040,dic bran entrer test facil ,,[],bernabei
829269808160051202,orgogl ,,[],bernabei
829269866020483073,ador riesc smett ascolt ,,['__EMOT_POS'],elodie
829269901021937666,stan critic stor straordinar ,,[],bernabei
829269983771422721,solit apprezz canzon aut invad total ,,['__EMOT_POS'],moro
829270919097024512,risc elimin ,,[],ferreri
829270919097024512,risc elimin ,,[],ron
829270919097024512,risc elimin ,,[],clementino
829271174798524416,vide ufficial dirett tomas goldschmidt onlin ,,['__EMOT_POS'],comello
829271212127899648,present ,,[],bernabei
829271406101856257,buongiorn dispon ,,[],comello
829271916284407808,vide ufficial dirett tomas goldschmidt onlin ,,['__EMOT_POS'],comello
829272034471469056,fiorell mannoi benedett miglior canzon ascolt ser ,,[],mannoia
829272328278261761,pur eleg gran bell canzon ,,[],mannoia
829272443143454720,benedett commoss ,,[],mannoia
829272495312293892,fiorell mannoi brivid ascolt sessantacinqu ,,[],mannoia
829272586446057480,scus infam vot bernabe comell alzin man dodicenn ,,[],bernabei
829272604682964993,vide ufficial dirett tomas goldschmidt onlin ,,['__EMOT_POS'],comello
829272717593567234,iniz ufficial poss dimostr giust ,,[],bravi
829272994174341121,vabb bernabe mannoi tip mar uscir dall'acqu adrian lim ,,[],bernabei
829272994174341121,vabb bernabe mannoi tip mar uscir dall'acqu adrian lim ,,[],mannoia
829273067914399746,ascolt itunes ,,[],bernabei
829273100168679433,super orgogl michel brav ser debutter tif ,,[],bravi
829273128043945986,super orgogl michel brav ser debutter tif ,,[],bravi
829273397846822914,fiorell mannoi semplic straordinar ,,[],mannoia
829273467472244738,super orgogl michel brav ser debutter tif ,,[],bravi
829273507372683265,alzi man tif ,,['__EMOT_POS'],raige
829273624104288261,vabb ermal met vinc quest'ann scopp ritard canzon dell'ann merit ,,[],meta
829273820871741440,dic canzon fabriz mor piac tot ,,[],moro
829273970885144577,piac l'esibizion ,,[],ferreri
829273986848653315,guard mich orma convint tif figur merd ,,['__EMOT_POS'],bravi
829274120823140352,iniz ufficial poss dimostr giust ,,[],bravi
829274298166689792,telespett l'esibizion elod ,,[],elodie
829274402571350016,immens grat fabriz mor parol ,,[],moro
829274542568792065,piac distribuir deg classif point ,,['__EMOT_POS'],ron
829274542568792065,piac distribuir deg classif point ,,['__EMOT_POS'],mannoia
829275075396374529,scus infam vot bernabe comell alzin man dodicenn ,,[],bernabei
829275161849372672,andat travers cib l'abb fatt ringraz support vogl ,,[],bernabei
829275302681522176,lodov comell mill boll blu ,,[],comello
829275347417972736,smett imit fatt cantant ,,[],bernabei
829275476661256192,canzon ferrer orecc diventer hit ,,[],ferreri
829275503655784449,l'ital vant un'interpr voc medicin l'anim ,,[],elodie
829275519703216128,telespett l'esibizion elod ,,[],elodie
829275549474365443,prender mag ,,[],comello
829275627542937604,iniz ufficial poss dimostr giust ,,[],bravi
829275677866209283,buongiorn dispon ,,[],comello
829275748737376257,iniz ufficial poss dimostr giust ,,[],bravi
829275761987162114,divers miglior benedett vinc ,,[],mannoia
829275812222345216,pag. complic pront staser https ,,[],nesli
829275812222345216,pag. complic pront staser https ,,[],paba
829276096399101957,compl esibizion registr alto picc ascolt ser ,,[],elodie
829276131111161856,giusy ferrer talment official vide stud version ,,[],ferreri
829276182625579009,tif michel brav stronz infam ,,[],bravi
829276267614724096,super orgogl ser debutter tif ,,[],bravi
829276332303450113,iniz ufficial poss dimostr giust ,,[],bravi
829276431947542528,fabriz mor scriv test stup ,,[],moro
829276658393825282,interv truck fatt ,,[],comello
829276682666307584,buongiorn dispon ,,[],comello
829276721711038464,interv truck fatt ,,[],comello
829276765587664896,interv truck fatt ,,[],comello
829276796231225347,interv truck fatt ,,[],comello
829276910152798211,rived l'esibizion digital download streaming https ,,[],elodie
829276933355606017,interv truck fatt ,,[],comello
829276979790770176,tif masin ,,[],bravi
829276979790770176,tif masin ,,[],masini
829277070954000384,fabriziomoropag ,,['__EMOT_POS'],moro
829277098804133888,super orgogl ser debutter tif ,,[],bravi
829277173735374848,scus carlett pot vot l'esibizion cant ,,[],ferreri
829277267511668736,fabriziomoropag ,,['__EMOT_POS'],moro
829277351691292672,interv truck fatt ,,[],comello
829277833876865024,zarrill masin ser tip calendar may saturn pest merd ,,[],zarrillo
829277833876865024,zarrill masin ser tip calendar may saturn pest merd ,,[],masini
829277952068218880,vide ufficial dirett tomas goldschmidt onlin ,,['__EMOT_POS'],comello
829278026445836288,super orgogl ser debutter tif ,,[],bravi
829278069819064327,codic televot [?] pot vot esibizion ,,[],comello
829278092766085121,interv truck fatt ,,[],comello
829278122126241793,super orgogl ser debutter tif ,,[],bravi
829278153503887360,samuel subson ,,[],samuel
829278297527816192,rived l'esibizion ,,[],bernabei
829278333556899842,emozion https ,,['__EMOT_POS'],d'alessio
829278546820472832,vol ringraz bell person music meravigl don donn ,,[],mannoia
829278714080985093,stamattin castor un'interv ,,[],bravi
829278812877754368,prosegu aless bernabe elod samuel ermal met lodov comell ban fabriz mor fiorell ,,[],moro
829278868087377920,version mill boll blu doman ser palc ,,[],comello
829278886198394880,version mill boll blu doman ser palc ,,[],comello
829278921258573824,version mill boll blu doman ser palc ,,[],comello
829279203447160835,version mill boll blu doman ser palc ,,[],comello
829279364311347200,bell voc onest pezz cresc ,,[],elodie
829279463141736450,tif michel brav stronz infam ,,[],bravi
829279524332388357,tif michel brav stronz infam ,,[],bravi
829279649150730240,vot sicur miglior ,,[],comello
829279888762875904,iniz ufficial poss dimostr giust ,,[],bravi
829280110746468352,canzon bell ser fiorell mannoi ,,[],mannoia
829280126919651329,version mill boll blu doman ser palc ,,[],comello
829280320474271744,fort sant tecl elod serg sylvestr ,,[],elodie
829280320474271744,fort sant tecl elod serg sylvestr ,,[],sylvestre
829280511541571584,version mill boll blu doman ser palc ,,[],comello
829280588494467073,version mill boll blu doman ser palc ,,[],comello
829280760632922116,vide ufficial dirett tomas goldschmidt onlin ,,['__EMOT_POS'],comello
829280848499322880,anne-mar ospit insegn bernabe bas cant ,,[],bernabei
829280926572093440,version mill boll blu doman ser palc ,,[],comello
829281050509590528,vamos vot ,,['__EMOT_POS'],comello
829281319914000385,picc telespett l'esibizion ,,[],ferreri
829281399559561216,impar canzon ,,['__EMOT_POS'],comello
829281489326075906,telespett l'esibizion elod ,,[],elodie
829281597035778048,prefer fabriz mor fiorell mannoi assolut aless lodov ,,[],moro
829281850698915840,tif michel brav stronz infam ,,[],bravi
829281990570549250,prem carrier pleas ,,[],mannoia
829282059935952897,super orgogl ser debutter tif ,,[],bravi
829282129527894016,piac rivel ,,[],comello
829282267973427205,vide ufficial dirett tomas goldschmidt onlin ,,['__EMOT_POS'],comello
829282315767578624,vide stup ermal met ,,[],meta
829282419014529025,iniz ufficial poss dimostr giust ,,[],bravi
829282704462061568,interv truck fatt ,,[],comello
829282761164877824,fiorell mannoi cant poes bran ascolt loop sent trist ,,[],mannoia
829282820321374208,telespett l'esibizion elod ,,[],elodie
829282871198232576,prontissim conquist iniz ciuff ,,['__EMOT_POS'],bernabei
829282968443162626,leott eermal met fiorell mannoi not posit festival ,,[],meta
829282968443162626,leott eermal met fiorell mannoi not posit festival ,,[],mannoia
829283176145117186,,,[],nesli
829283242595479552,arriv inaugur sanrem lancom super party ,,['__EMOT_POS'],bravi
829283291924721664,fior test brivid ,,['__EMOT_POS'],mannoia
829283555297619969,iniz ufficial poss dimostr giust ,,[],bravi
829283638302871553,prontissim conquist iniz ciuff ,,['__EMOT_POS'],bernabei
829283661895913476,ultim news ospit ,,[],ron
829283934219468802,applaus vorr test bernabe ,,[],bernabei
829284000862765057,vide ufficial dirett tomas goldschmidt onlin ,,['__EMOT_POS'],comello
829284017296007171,bravissim test stup grande ,,['__EMOT_POS'],comello
829284147940163586,picc maggior ascolt ser elod dov' coron queen ,,[],elodie
829284189904203779,interv truck fatt ,,[],comello
829284228881928193,cia mamm appen appars dirett tranquill cos bell cos bell https ,,[],bravi
829284264491511808,l'esibizion palc onlin riascolt ,,[],ferreri
829284376798175234,compl esibizion registr alto picc ascolt ser ,,[],elodie
829284418451808257,andat dorm ved classif trov bernabe scherz ,,[],bernabei
829284456498339842,version mill boll blu doman ser palc ,,[],comello
829284550526255104,colleg appen apert festival ,,[],ferreri
829284631199510528,vide ufficial dirett tomas goldschmidt onlin ,,['__EMOT_POS'],comello
829284952734834688,version mill boll blu doman ser palc ,,[],comello
829285064177487873,vedra samuel gran bell canzon ,,['__EMOT_NEUT'],samuel
829285103809486849,buongiorn dispon ,,[],comello
829285138802540545,iniz ufficial poss dimostr giust ,,[],bravi
829285281857728513,vide ufficial dirett tomas goldschmidt onlin ,,['__EMOT_POS'],comello
829285987960422401,voc ragazz farfall stomac ,,[],elodie
829286233163563009,iniz ufficial poss dimostr giust ,,[],bravi
829286332870574081,super ottim vot provin dirett ascolt ,,[],clementino
829286436314693634,andat travers cib l'abb fatt ringraz support vogl ,,[],bernabei
829286600198733825,super orgogl ser debutter tif ,,[],bravi
829287007608270848,cit sentiment posit segu esibir ,,[],elodie
829287007608270848,cit sentiment posit segu esibir ,,[],bravi
829287165095976961,cit sentiment posit segu esibir ,,[],elodie
829287165095976961,cit sentiment posit segu esibir ,,[],bravi
829287246461358080,unit compatt decis tif cuor pann punt ,,[],bravi
829287332046073857,version mill boll blu doman ser palc ,,[],comello
829287443434262528,ditec l'esibizion https ,,[],comello
829287688566079489,l'outfit ,,[],elodie
829287943743348737,pod abit sguard urlo voc ,,[],elodie
829288231598436354,bran sanremes acquist sinor ,,[],elodie
829288333310300160,cover guadagn acquist ,,[],comello
